id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,amenities,dist_to_mall
18096306,Spacious 1 BR Apt in NOMA/Union Market,"Union Station, Stanton Park, Kingman Park",38.90511,-76.99892,Entire guest suite,Entire home/apt,3,1.0,2.0,165.0,336,4.87,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Window AC unit"", ""Wifi"", ""Cooking basics"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Outlet covers"", ""Hot water kettle"", ""Toaster"", ""Smart lock"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""High chair - always at the listing"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Crib"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Stove"", ""Children\u2019s books and toys"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Private entrance"", ""Conditioner"", ""HDTV with Roku"", ""First aid kit"", ""Iron"", ""Heating"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Coffee"", ""Dryer"", ""Cleaning products""]",1.6779677590685864
18105893,Colorful DC Hideaway - Free St. Parking,"Union Station, Stanton Park, Kingman Park",38.90088,-76.99458,Entire guest suite,Entire home/apt,4,1.0,2.0,182.0,133,4.88,"[""Hot water"", ""Freezer"", ""50 inch HDTV with Fire TV, DVD player"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Ginger Lily Farms Organics body soap"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Coffee maker"", ""Board games"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Crib"", ""Central heating"", ""Dedicated workspace"", ""Baby bath"", ""Free dryer \u2013 In unit"", "" Ginger Lily Farms Organics shampoo"", ""Bed linens"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Self check-in"", ""Children\u2019s books and toys"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""Wine glasses"", ""Private entrance"", ""Paid parking garage off premises"", ""First aid kit"", ""Iron"", ""Single level home"", ""Electric stove"", ""Free parking on premises"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",1.713487959573112
18123048,Room F - Spacious King Sized Bedroom,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9183,-77.01291,Private room in home,Private room,2,1.0,1.0,76.0,204,4.78,"[""HDTV"", ""Ceiling fan"", ""Hot water"", ""Refrigerator"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Exterior security cameras on property"", ""Keypad"", ""First aid kit"", ""Iron"", ""Heating"", ""Dryer""]",2.0516654992345713
18172755,The Historic DC Firehouse 4 - First Floor 1B,"Shaw, Logan Circle",38.91372,-77.0249,Entire condo,Entire home/apt,4,1.0,2.0,174.0,86,4.66,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Washer"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""TV with standard cable"", ""Air conditioning"", ""Stove"", ""Paid parking on premises \u2013 1 space"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Keypad"", ""First aid kit"", ""Iron"", ""Heating"", ""Single level home"", ""Pets allowed"", ""Dryer""]",1.6673022071582124
18180500,1br English Basement in the H street corridor,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90107,-76.98503,Entire rental unit,Entire home/apt,2,1.0,1.0,80.0,12,4.92,"[""HDTV"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Window AC unit"", ""Wifi"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Shared backyard"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Lockbox"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet"", ""Cleaning products""]",2.189397546887876
18189814,Family- and dog-friendly digs on the Hill!,"Capitol Hill, Lincoln Park",38.88116,-76.98074,Entire townhouse,Entire home/apt,4,2.0,3.0,195.0,6,5.0,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Record player"", ""Baking sheet"", ""Cooking basics"", ""Free street parking"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Hot water kettle"", ""BBQ grill"", ""Toaster"", ""Smart lock"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Board games"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""TV with standard cable"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Stove"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Fast wifi \u2013 626 Mbps"", ""Microwave"", ""Kitchen"", ""Oven"", ""Babysitter recommendations"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Wine glasses"", ""Private entrance"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Pets allowed"", ""Free parking on premises"", ""Blender"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",2.3463851790056447
18254897,1 Bed/1 Bath - Dog Friendly Near 14th/U St NW,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92041,-77.03424,Entire rental unit,Entire home/apt,3,1.0,1.0,172.0,207,4.87,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Toaster"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Pets allowed"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Gas stove"", ""43 inch HDTV"", ""Lockbox"", ""Dryer""]",2.2114393346935457
18265537,single room in house,"Takoma, Brightwood, Manor Park",38.96557,-77.01859,Private room in home,Private room,2,1.0,1.0,62.0,98,4.86,"[""AC - split type ductless system"", ""Backyard"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Paid washer \u2013 In building"", ""Available shampoo"", ""Extra pillows and blankets"", ""Available double oven"", ""Dedicated workspace"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Microwave"", ""Kitchen"", ""Shared patio or balcony"", ""First aid kit"", ""Iron"", ""Heating"", ""Available refrigerator"", ""Free parking on premises"", ""Lockbox"", ""Dryer""]",5.245626919554339
18273515,"CONVENTION CENTER/SHAW, DowntownDC,PRIVATE 1BR APT","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90974,-77.01518,Entire guest suite,Entire home/apt,4,1.0,2.0,99.0,329,4.43,"[""Hot water"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Microwave"", ""Iron"", ""Heating"", ""Lockbox""]",1.4502540010187666
18281120,Cozy guest house w/ roof deck,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92239,-77.02789,Entire guesthouse,Entire home/apt,2,0.0,1.0,114.0,199,4.81,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Hangers"", ""Laundromat nearby"", ""Essentials"", ""BBQ grill"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Shower gel"", ""Bed linens"", ""Mini fridge"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Stove"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Exterior security cameras on property"", ""Private entrance"", ""Shared patio or balcony"", ""Self check-in"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Iron"", ""Heating"", ""Lockbox"", ""Conditioner""]",2.2778114171149313
18288362,Historic DuPont Circle Inn ~ Victorian Room,"Dupont Circle, Connecticut Avenue/K Street",38.91137,-77.04363,Private room in home,Private room,2,0.0,1.0,116.0,513,4.77,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""TV"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Private patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Exterior security cameras on property"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating""]",1.871819272846133
18303467,Walk to Georgetown University,"Cathedral Heights, McLean Gardens, Glover Park",38.91794,-77.07094,Entire townhouse,Entire home/apt,4,3.0,4.0,238.0,47,4.51,"[""Hot water"", ""Game console"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""BBQ grill"", ""Washer"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""Dedicated workspace"", ""TV with standard cable"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Stove"", ""Children\u2019s books and toys"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Exercise equipment"", ""Bathtub"", ""First aid kit"", ""Pets allowed"", ""Lockbox"", ""Dryer""]",3.244448115554943
18313133,Elegant 1-BR Dupont Apt/Anna Maria Residences 301,"Dupont Circle, Connecticut Avenue/K Street",38.91457,-77.04495,Entire condo,Entire home/apt,2,0.0,1.0,127.0,132,4.8,"[""Hot water"", ""Elevator"", ""Refrigerator"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hangers"", ""Essentials"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Exterior security cameras on property"", ""First aid kit"", ""Iron"", ""Heating"", ""Lockbox"", ""Dryer""]",2.092704096110613
18313435,Modern DuPont 1 Bdrm Apt/Anna Maria Residences 302,"Dupont Circle, Connecticut Avenue/K Street",38.91279,-77.04641,Entire rental unit,Entire home/apt,2,1.0,1.0,132.0,95,4.73,"[""Hot water"", ""Elevator"", ""Refrigerator"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hangers"", ""Essentials"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""Bed linens"", ""Private patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Exterior security cameras on property"", ""First aid kit"", ""Iron"", ""Heating"", ""Lockbox"", ""Dryer""]",2.04078400495621
18346849,"Cathedral ceiling rm.Safe, quiet, walk 2 metro.","Colonial Village, Shepherd Park, North Portal Estates",38.98716,-77.03631,Private room in home,Private room,1,1.0,1.0,119.0,10,5.0,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Safe"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""BBQ grill"", ""Toaster"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Host greets you"", ""Dishwasher"", ""Coffee maker"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Books and reading material"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Dryer"", ""TV with standard cable"", ""Bed linens"", ""Mini fridge"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Blender"", ""Exterior security cameras on property"", ""Bathtub"", ""Baby safety gates"", ""First aid kit"", ""Iron"", ""Heating"", ""Portable fans"", ""Free parking on premises"", ""Drying rack for clothing"", ""Indoor fireplace"", ""Fireplace guards"", ""Cleaning products""]",6.768461784127608
18347212,Cozy rm. Walk to Metro. Safe & lovely area.,"Colonial Village, Shepherd Park, North Portal Estates",38.98558,-77.03458,Private room in home,Private room,2,2.0,1.0,95.0,17,4.76,"[""Hot water"", ""Freezer"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""BBQ grill"", ""Toaster"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Host greets you"", ""Body soap"", ""Dishwasher"", ""Barbecue utensils"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Cleaning available during stay"", ""Bed linens"", ""Mini fridge"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Wine glasses"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Electric stove"", ""Free parking on premises"", ""Blender"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Indoor fireplace"", ""Dryer"", ""Cleaning products""]",6.650639680153628
18359146,Capitol Hill 1BR+‘Dogwood Dreaming’,"Capitol Hill, Lincoln Park",38.88922,-76.9983,Entire rental unit,Entire home/apt,3,1.0,3.0,354.0,62,4.87,"[""Hot water"", ""AC - split type ductless system"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Shared patio or balcony"", ""Keypad"", ""Outdoor dining area"", ""First aid kit"", ""Iron"", ""Heating"", ""Pets allowed""]",1.3264657462191933
18408563,Capitol Hill East Home,"Union Station, Stanton Park, Kingman Park",38.89616,-76.9765,Entire townhouse,Entire home/apt,5,3.0,3.0,139.0,6,5.0,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""GE gas stove"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""48 inch HDTV with Roku"", ""Free driveway parking on premises"", ""Dishwasher"", ""Coffee maker"", ""Barbecue utensils"", ""Private backyard \u2013 Not fully fenced"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Extra pillows and blankets"", ""Crib"", ""Dedicated workspace"", ""High chair"", ""BBQ grill: electric"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Children\u2019s books and toys"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Private entrance"", ""Pets allowed"", ""Keypad"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Ethernet connection"", ""Blender"", ""Conditioner"", ""Cleaning products""]",2.541943372336339
18409075,Luxury DuPont Duplex/Anna Maria Residences 502,"Dupont Circle, Connecticut Avenue/K Street",38.91283,-77.0443,Entire rental unit,Entire home/apt,4,2.0,2.0,280.0,159,4.9,"[""Hot water"", ""Elevator"", ""Refrigerator"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker"", ""Bed linens"", ""Private patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Exterior security cameras on property"", ""First aid kit"", ""Iron"", ""Heating"", ""Lockbox"", ""Dryer""]",1.9744153978990637
